DayOfWeek,Date,Sales,Open,Promo,SchoolHoliday,StateHoliday_0,StateHoliday_a,StateHoliday_b,StateHoliday_c,dow_sin,dow_cos,Year_Normalized,day_year,day_year_sin,day_year_cos,is_weekend
7,2014-01-12,11480.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,12,0.20496611396949532,0.9787690698649216,1
1,2014-01-13,5799.0,1,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,13,0.22177215755648186,0.975098513039961,0
2,2014-01-14,5545.0,1,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,14,0.23851257519407648,0.9711394088771653,0
3,2014-01-15,4770.0,1,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,15,0.2551824131233728,0.9668929289391521,0
4,2014-01-16,4378.0,1,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,16,0.2717767384711357,0.9623603298276545,0
5,2014-01-17,5700.0,1,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,17,0.2882906407095177,0.9575429528116719,0
6,2014-01-18,5541.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,18,0.3047192331091634,0.9524422234305676,1
7,2014-01-19,11008.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,19,0.321057654185271,0.9470596510722283,1
1,2014-01-20,7413.0,1,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,20,0.3373010691361842,0.9413968285264122,0
2,2014-01-21,6791.0,1,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,21,0.3534446712740877,0.9354554315134164,0
3,2014-01-22,6641.0,1,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,22,0.3694836834473831,0.9292372181882051,0
4,2014-01-23,6546.0,1,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,23,0.38541335945432564,0.9227440286201427,0
5,2014-01-24,7044.0,1,1,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,24,0.4012289854475009,0.9159777842484877,0
6,2014-01-25,4976.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,25,0.4169258813287287,0.908940487313808,1
7,2014-01-26,7483.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,26,0.4324994021339788,0.901634220265486,1
1,2014-01-27,5161.0,1,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,27,0.44794493940789115,0.8940611451454876,0
2,2014-01-28,5490.0,1,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,28,0.4632579225674917,0.88622350294858,0
3,2014-01-29,5333.0,1,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,29,0.4784338202547012,0.8781236129591848,0
4,2014-01-30,4734.0,1,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,30,0.49346814167723735,0.8697638720650646,0
5,2014-01-31,7343.0,1,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,31,0.5083564379375122,0.8611467540480452,0
6,2014-02-01,5911.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,32,0.5230943033491326,0.8522748088519838,1
7,2014-02-02,12576.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,33,0.5376773767406141,0.8431506618282,1
1,2014-02-03,8903.0,1,1,1,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,34,0.5521013427459208,0.8337770129585915,0
2,2014-02-04,7235.0,1,1,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,35,0.5663619330814524,0.8241566360566663,0
3,2014-02-05,7107.0,1,1,1,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,36,0.580454927809098,0.8142923779467267,0
4,2014-02-06,6754.0,1,1,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,37,0.5943761565849831,0.804187157621448,0
5,2014-02-07,6338.0,1,1,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,38,0.6081214998935418,0.7938439653781019,0
6,2014-02-08,4890.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,39,0.6216868902665479,0.7832658619336791,1
7,2014-02-09,11567.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,40,0.6350683134867438,0.7724559775191742,1
1,2014-02-10,5110.0,1,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,41,0.6482618097757122,0.7614175109532997,0
2,2014-02-11,4857.0,1,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,42,0.6612634749656386,0.7501537286959042,0
3,2014-02-12,5040.0,1,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,43,0.6740694616546161,0.7386679638813748,0
4,2014-02-13,5108.0,1,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,44,0.6866759803451553,0.726963615332308,0
5,2014-02-14,5582.0,1,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,45,0.6990793005655562,0.7150441465537444,0
6,2014-02-15,4661.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,46,0.7112757519738152,0.7029130847082615,1
7,2014-02-16,11904.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,47,0.7232617254437388,0.6905740195722293,1
1,2014-02-17,7236.0,1,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,48,0.7350336741329413,0.6780306024735382,0
2,2014-02-18,6892.0,1,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,49,0.746588114532413,0.6652865452111116,0
3,2014-02-19,6238.0,1,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,50,0.7579216274973472,0.6523456189565257,0
4,2014-02-20,6228.0,1,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,51,0.7690308592589181,0.6392116531380588,0
5,2014-02-21,6377.0,1,1,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,52,0.7799125224167177,0.6258885343075018,0
6,2014-02-22,4946.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,53,0.7905633969115482,0.612380204990065,1
7,2014-02-23,10835.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,54,0.8009803309782905,0.5986906625177214,1
1,2014-02-24,5092.0,1,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,55,0.8111602420785621,0.5848239578463322,0
2,2014-02-25,4940.0,1,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,56,0.8211001178128892,0.5707841943569036,0
3,2014-02-26,4691.0,1,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,57,0.8307970168121247,0.5565755266413303,0
4,2014-02-27,4955.0,1,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,58,0.8402480696078469,0.5422021592729844,0
5,2014-02-28,6029.0,1,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,59,0.8494504794814806,0.527668345562516,0
6,2014-03-01,5941.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,60,0.8584015232918917,0.512978386299228,1
7,2014-03-02,12216.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,61,0.8670985522812081,0.4981366284784055,1
1,2014-03-03,8475.0,1,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,62,0.8755389928586302,0.4831474640149687,0
2,2014-03-04,7721.0,1,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,63,0.8837203473619977,0.4680153284438345,0
3,2014-03-05,6867.0,1,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,64,0.8916401947968874,0.45274469960737107,0
4,2014-03-06,6276.0,1,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,65,0.8992961915530253,0.4373400963303323,0
5,2014-03-07,6443.0,1,1,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,66,0.9066860720977985,0.4218060770826634,0
6,2014-03-08,5173.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,67,0.9138076496466615,0.4061472386305789,1
7,2014-03-09,7303.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,68,0.9206588168102428,0.3903682146763026,1
1,2014-03-10,5339.0,1,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,69,0.9272375462179537,0.374473674486883,0
2,2014-03-11,5148.0,1,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,70,0.9335418911179212,0.35846832151248087,0
3,2014-03-12,5125.0,1,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,71,0.9395699859530622,0.342356891994542,0
4,2014-03-13,4701.0,1,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,72,0.945320046913132,0.3261441535642696,0
5,2014-03-14,5304.0,1,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,73,0.9507903724625832,0.3098349038318025,0
6,2014-03-15,5304.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,74,0.9559793438440766,0.2934339689665273,1
7,2014-03-16,11889.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,75,0.9608854255574977,0.27694620226893646,1
1,2014-03-17,7727.0,1,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,76,0.9655071658143364,0.2603764827344581,0
2,2014-03-18,6976.0,1,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,77,0.969843196967294,0.24372971360968387,0
3,2014-03-19,6664.0,1,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,78,0.9738922359149924,0.22701082094141847,0
4,2014-03-20,6091.0,1,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,79,0.9776530844816641,0.2102247521189836,0
5,2014-03-21,5995.0,1,1,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,80,0.981124629771712,0.19337647441020586,0
6,2014-03-22,5296.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,81,0.984305844499033,0.17647097349152166,1
7,2014-03-23,11254.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,82,0.9871957872910085,0.15951325197263655,1
1,2014-03-24,5351.0,1,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,83,0.9897936029670716,0.14250832791617088,0
2,2014-03-25,4744.0,1,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,84,0.992098522791769,0.12546123335273648,0
3,2014-03-26,5180.0,1,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,85,0.9941098647022418,0.10837701279187609,0
4,2014-03-27,5378.0,1,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,86,0.9958270335100595,0.09126072172931188,0
5,2014-03-28,5417.0,1,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,87,0.9972495210773451,0.07411742515094437,0
6,2014-03-29,5311.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,88,0.998376906467142,0.056952196034039754,1
7,2014-03-30,10469.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,89,0.9992088560679753,0.03977011384605572,1
1,2014-03-31,8989.0,1,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,90,0.9997451236925734,0.022576263041545485,0
2,2014-04-01,7979.0,1,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,91,0.9999855506507186,0.005375731557583884,0
3,2014-04-02,7665.0,1,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,92,0.9999300657962057,-0.011826390691832589,0
4,2014-04-03,6537.0,1,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,93,0.9995786855478958,-0.029025013321975237,0
5,2014-04-04,7048.0,1,1,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,94,0.9989315138848577,-0.046215046983708354,0
6,2014-04-05,5527.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,95,0.9979887423155984,-0.06339140486951038,1
7,2014-04-06,9793.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,96,0.9967506498213929,-0.08054900421874167,1
1,2014-04-07,5792.0,1,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,97,0.9952176027737294,-0.09768276782171598,0
2,2014-04-08,4837.0,1,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,98,0.9933900548258936,-0.11478762552212701,0
3,2014-04-09,6141.0,1,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,99,0.9912685467787256,-0.13185851571739118,0
4,2014-04-10,5259.0,1,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,100,0.9888537064205885,-0.1488903868564548,0
5,2014-04-11,5873.0,1,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,101,0.986146248341595,-0.16587819893463143,0
6,2014-04-12,5371.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,102,0.9831469737221499,-0.1828169249850199,1
7,2014-04-13,10568.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,103,0.9798567700958665,-0.1997015525660636,1
1,2014-04-14,8198.0,1,1,1,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,104,0.9762766110869321,-0.21652708524481437,0
2,2014-04-15,7753.0,1,1,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,105,0.9724075561219968,-0.23328854407545518,0
3,2014-04-16,7655.0,1,1,1,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,106,0.9682507501166718,-0.2499809690726521,0
4,2014-04-17,9222.0,1,1,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,107,0.9638074231367307,-0.26659942067929354,0
5,2014-04-18,12603.0,1,1,1,1,0,1,0,-0.9749279121818236,-0.2225209339563146,0.5,108,0.9590788900341131,-0.28313898122818354,0
6,2014-04-19,6417.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,109,0.9540665500578387,-0.2995947563972602,1
7,2014-04-20,7716.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,110,0.9487718864399473,-0.31596187665790293,1
1,2014-04-21,11476.0,1,0,1,1,0,1,0,0.7818314824680298,0.6234898018587336,0.5,111,0.9431964659565866,-0.33223549871590435,0
2,2014-04-22,5546.0,1,0,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,112,0.9373419384643772,-0.3484108069446808,0
3,2014-04-23,5368.0,1,0,1,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,113,0.9312100364121947,-0.3644830148102912,0
4,2014-04-24,5376.0,1,0,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,114,0.9248025743285089,-0.38044736628785164,0
5,2014-04-25,5619.0,1,0,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,115,0.9181214482844364,-0.39629913726891813,0
6,2014-04-26,4790.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,116,0.9111686353326631,-0.41203363695942635,1
7,2014-04-27,10874.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,117,0.9039461929224011,-0.42764620926777464,1
1,2014-04-28,8902.0,1,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,118,0.8964562582905575,-0.44313223418263453,0
2,2014-04-29,7218.0,1,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,119,0.8887010478292915,-0.45848712914008766,0
3,2014-04-30,9281.0,1,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,120,0.8806828564301475,-0.47370635037968,0
4,2014-05-01,11656.0,1,1,0,1,1,0,0,-0.433883739117558,-0.9009688679024191,0.5,121,0.8724040568049612,-0.48878539428899265,0
5,2014-05-02,8351.0,1,1,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,122,0.8638670987837349,-0.503719798736334,0
6,2014-05-03,5885.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,123,0.8550745085896932,-0.518505144391157,1
7,2014-05-04,8298.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,124,0.8460288880917339,-0.533137056031809,1
1,2014-05-05,9165.0,1,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,125,0.8367329140344921,-0.5476112038402312,0
2,2014-05-06,7453.0,1,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,126,0.8271893372462497,-0.5619233046832195,0
3,2014-05-07,7044.0,1,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,127,0.8174009818249189,-0.5760691233798758,0
4,2014-05-08,6274.0,1,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,128,0.8073707443023492,-0.5900444739548627,0
5,2014-05-09,7179.0,1,1,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,129,0.7971015927871943,-0.6038452208771035,0
6,2014-05-10,5171.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,130,0.7865965660866021,-0.6174672802835514,1
7,2014-05-11,11528.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,131,0.7758587728069828,-0.6309066211876704,1
1,2014-05-12,5613.0,1,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,132,0.7648913904341225,-0.6441592666722685,0
2,2014-05-13,5150.0,1,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,133,0.753697664392914,-0.6572212950663319,0
3,2014-05-14,5495.0,1,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,134,0.742280907086982,-0.6700888411055113,0
4,2014-05-15,5239.0,1,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,135,0.7306444969184916,-0.6827580970759147,0
5,2014-05-16,5712.0,1,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,136,0.7187918772884232,-0.6952253139408722,0
6,2014-05-17,5523.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,137,0.7067265555776158,-0.7074868024503348,1
7,2014-05-18,10400.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,138,0.6944521021088763,-0.719538934232584,1
1,2014-05-19,8599.0,1,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,139,0.6819721490904629,-0.7313781428679254,0
2,2014-05-20,6471.0,1,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,140,0.6692903895412567,-0.7430009249440493,0
3,2014-05-21,6450.0,1,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,141,0.6564105761979381,-0.7544038410927472,0
4,2014-05-22,7046.0,1,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,142,0.6433365204044917,-0.765583517007675,0
5,2014-05-23,7148.0,1,1,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,143,0.6300720909843687,-0.7765366444428655,0
6,2014-05-24,5741.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,144,0.6166212130956382,-0.7872599821916922,1
7,2014-05-25,11655.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,145,0.6029878670694714,-0.7977503570459932,1
1,2014-05-26,6475.0,1,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,146,0.5891760872322963,-0.8080046647350754,0
2,2014-05-27,6057.0,1,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,147,0.5751899607119775,-0.8180198708443174,0
3,2014-05-28,7429.0,1,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,148,0.5610336262283677,-0.8277930117131022,0
4,2014-05-29,14415.0,1,0,0,1,1,0,0,-0.433883739117558,-0.9009688679024191,0.5,149,0.5467112728685939,-0.8373211953118121,0
5,2014-05-30,7055.0,1,0,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,150,0.5322271388474397,-0.8466016020976267,0
6,2014-05-31,5896.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,151,0.5175855102531889,-0.8556314858488706,1
7,2014-06-01,11528.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,152,0.5027907197793043,-0.8644081744776648,1
1,2014-06-02,9424.0,1,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,153,0.4878471454423119,-0.8729290708206411,0
2,2014-06-03,7519.0,1,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,154,0.47275920928627757,-0.881191653407483,0
3,2014-06-04,7175.0,1,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,155,0.4575313760742512,-0.8891934772070711,0
4,2014-06-05,7078.0,1,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,156,0.44216815196707204,-0.8969321743510065,0
5,2014-06-06,7821.0,1,1,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,157,0.42667408318992467,-0.9044054548343001,0
6,2014-06-07,6266.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,158,0.4110537546870351,-0.9116111071930239,1
7,2014-06-08,12346.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,159,0.3953117887649151,-0.9185469991587165,1
1,2014-06-09,12815.0,1,0,0,1,1,0,0,0.7818314824680298,0.6234898018587336,0.5,160,0.37945284372454435,-0.925211078289358,0
2,2014-06-10,6746.0,1,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,161,0.36348161248290634,-0.9316013725767187,0
3,2014-06-11,5957.0,1,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,162,0.3474028211842774,-0.9377159910299093,0
4,2014-06-12,5704.0,1,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,163,0.3312212278016865,-0.9435531242349544,0
5,2014-06-13,6399.0,1,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,164,0.31494162072895193,-0.9491110448902284,0
6,2014-06-14,5081.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,165,0.2985688173637202,-0.9543881083175908,1
7,2014-06-15,12348.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,166,0.2821076626819194,-0.9593827529490743,1
1,2014-06-16,8136.0,1,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,167,0.26556302780405594,-0.9640935007889755,0
2,2014-06-17,7201.0,1,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,168,0.24893980855376657,-0.9685189578512204,0
3,2014-06-18,7015.0,1,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,169,0.23224292400907015,-0.9726578145718654,0
4,2014-06-19,7036.0,1,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,170,0.21547731504673012,-0.976508846196619,0
5,2014-06-20,6962.0,1,1,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,171,0.19864794288017112,-0.9800709131432666,0
6,2014-06-21,5141.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,172,0.18175978759137534,-0.9833429613388902,1
7,2014-06-22,12640.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,173,0.16481784665719793,-0.9863240225317866,1
1,2014-06-23,6179.0,1,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,174,0.14782713347053048,-0.9890132145779883,0
2,2014-06-24,5690.0,1,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,175,0.13079267585675922,-0.9914097417023038,0
3,2014-06-25,6319.0,1,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,176,0.11371951458594969,-0.9935128947338007,0
4,2014-06-26,5991.0,1,0,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,177,0.0966127018812031,-0.9953220513156602,0
5,2014-06-27,6627.0,1,0,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,178,0.07947729992362097,-0.9968366760893436,0
6,2014-06-28,5417.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,179,0.062318379354325076,-0.998056320853012,1
7,2014-06-29,13465.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,180,0.04514101777397193,-0.9989806246941579,1
1,2014-06-30,9688.0,1,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,181,0.02795029824021032,-0.999609314096404,0
2,2014-07-01,8273.0,1,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,182,0.01075130776352193,-0.9999422030204416,0
3,2014-07-02,8513.0,1,1,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,183,-0.00645086419810515,-0.9999791929590823,0
4,2014-07-03,7083.0,1,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,184,-0.023651127245231586,-0.9997202729664083,0
5,2014-07-04,7072.0,1,1,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,185,-0.04084439154329611,-0.9991655196610109,0
6,2014-07-05,5872.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,186,-0.05802556932878035,-0.9983150972033183,1
7,2014-07-06,13119.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,187,-0.07518957641475855,-0.9971692572470178,1
1,2014-07-07,6241.0,1,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,188,-0.09233133369539122,-0.9957283388645872,0
2,2014-07-08,5920.0,1,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,189,-0.10944576864891556,-0.993992768446958,0
3,2014-07-09,6799.0,1,0,1,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,190,-0.12652781683868314,-0.9919630595773397,0
4,2014-07-10,5666.0,1,0,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,191,-0.1435724234118113,-0.9896398128792412,0
5,2014-07-11,6327.0,1,0,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,192,-0.16057454459499376,-0.9870237158387383,0
6,2014-07-12,5786.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,193,-0.17752914918703497,-0.984115542601034,1
7,2014-07-13,13596.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,194,-0.19443122004766195,-0.9809161537413774,1
1,2014-07-14,7293.0,1,1,1,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5,195,-0.2112757555821793,-0.9774264960104055,0
2,2014-07-15,7011.0,1,1,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5,196,-0.2280577712215198,-0.9736476020539838,0
3,2014-07-16,6952.0,1,1,1,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5,197,-0.24477230089725957,-0.9695805901076308,0
4,2014-07-17,6874.0,1,1,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5,198,-0.2614143985111562,-0.965226663665613,0
5,2014-07-18,6906.0,1,1,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5,199,-0.2779791393987801,-0.9605871111248129,0
6,2014-07-19,4751.0,1,0,0,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5,200,-0.2944616217868012,-0.9556633054034704,1
7,2014-07-20,10696.0,1,0,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.5,201,-0.3108569682435036,-0.9504567035349151,1
